,BusinessEntityID,PhoneNumber,PhoneNumberTypeID,ModifiedDate
12484,13290,1 (11) 500 555-0128,2,2014-05-01 00:00:00.000
12485,13291,1 (11) 500 555-0158,2,2014-01-21 00:00:00.000
12486,13292,1 (11) 500 555-0123,2,2013-11-18 00:00:00.000
12487,13293,1 (11) 500 555-0196,1,2013-11-05 00:00:00.000
12488,13294,1 (11) 500 555-0122,1,2013-07-19 00:00:00.000
12489,13295,259-555-0181,1,2013-08-27 00:00:00.000
12490,13296,300-555-0158,1,2014-03-14 00:00:00.000
12491,13297,1 (11) 500 555-0173,1,2014-06-06 00:00:00.000
12492,13298,774-555-0177,2,2013-09-20 00:00:00.000
12493,13299,170-555-0126,2,2013-12-07 00:00:00.000
12494,13300,1 (11) 500 555-0174,1,2012-03-23 00:00:00.000
12495,13301,1 (11) 500 555-0122,2,2013-09-18 00:00:00.000
12496,13302,1 (11) 500 555-0130,1,2014-02-03 00:00:00.000
12497,13303,651-555-0192,1,2014-04-20 00:00:00.000
12498,13304,586-555-0145,2,2014-05-24 00:00:00.000
12499,13305,966-555-0153,1,2014-03-09 00:00:00.000
12500,13306,1 (11) 500 555-0167,1,2014-05-04 00:00:00.000
12501,13307,1 (11) 500 555-0128,2,2013-07-19 00:00:00.000
12502,13308,146-555-0174,2,2014-05-21 00:00:00.000
12503,13309,1 (11) 500 555-0154,2,2014-03-03 00:00:00.000
12504,13310,572-555-0125,2,2013-12-04 00:00:00.000
12505,13311,865-555-0130,2,2014-01-22 00:00:00.000
12506,13312,1 (11) 500 555-0162,1,2013-04-03 00:00:00.000
12507,13313,726-555-0116,2,2012-03-24 00:00:00.000
12508,13314,1 (11) 500 555-0159,2,2011-11-22 00:00:00.000
12509,13315,1 (11) 500 555-0130,1,2013-04-29 00:00:00.000
12510,13316,699-555-0137,1,2013-11-16 00:00:00.000
12511,13317,127-555-0166,2,2014-03-18 00:00:00.000
12512,13318,1 (11) 500 555-0161,2,2013-11-04 00:00:00.000
12513,13319,1 (11) 500 555-0115,1,2013-04-11 00:00:00.000
12514,13320,1 (11) 500 555-0112,2,2014-02-14 00:00:00.000
12515,13321,669-555-0176,2,2013-07-28 00:00:00.000
12516,13322,1 (11) 500 555-0140,2,2013-08-06 00:00:00.000
12517,13323,1 (11) 500 555-0126,1,2011-11-08 00:00:00.000
12518,13324,1 (11) 500 555-0136,1,2012-05-28 00:00:00.000
12519,13325,1 (11) 500 555-0115,2,2013-02-27 00:00:00.000
12520,13326,543-555-0181,2,2014-01-12 00:00:00.000
12521,13327,1 (11) 500 555-0144,1,2013-10-30 00:00:00.000
12522,13328,444-555-0124,1,2014-05-01 00:00:00.000
12523,13329,1 (11) 500 555-0179,1,2013-06-17 00:00:00.000
12524,13330,153-555-0180,2,2014-05-04 00:00:00.000
12525,13331,1 (11) 500 555-0142,2,2012-05-07 00:00:00.000
12526,13332,1 (11) 500 555-0162,2,2013-09-12 00:00:00.000
12527,13333,1 (11) 500 555-0170,1,2013-09-02 00:00:00.000
12528,13334,946-555-0127,1,2012-08-09 00:00:00.000
12529,13335,1 (11) 500 555-0143,1,2014-02-23 00:00:00.000
12530,13336,603-555-0169,1,2013-09-30 00:00:00.000
12531,13337,301-555-0114,2,2013-12-30 00:00:00.000
12532,13338,1 (11) 500 555-0142,1,2014-01-27 00:00:00.000
12533,13339,1 (11) 500 555-0121,1,2013-09-04 00:00:00.000
12534,13340,494-555-0138,2,2013-12-11 00:00:00.000
12535,13341,1 (11) 500 555-0141,2,2013-11-15 00:00:00.000
12536,13342,111-555-0173,2,2014-01-26 00:00:00.000
12537,13343,1 (11) 500 555-0116,1,2012-01-04 00:00:00.000
12538,13344,217-555-0112,2,2014-05-15 00:00:00.000
12539,13345,1 (11) 500 555-0145,2,2014-05-02 00:00:00.000
12540,13346,735-555-0162,1,2014-02-17 00:00:00.000
12541,13347,953-555-0164,1,2014-01-19 00:00:00.000
12542,13348,969-555-0166,2,2011-08-26 00:00:00.000
12543,13349,1 (11) 500 555-0123,2,2013-08-23 00:00:00.000
12544,13350,1 (11) 500 555-0120,1,2013-08-29 00:00:00.000
12545,13351,1 (11) 500 555-0180,1,2013-03-06 00:00:00.000
12546,13352,1 (11) 500 555-0130,2,2012-06-04 00:00:00.000
12547,13353,636-555-0197,2,2013-06-07 00:00:00.000
12548,13354,358-555-0115,2,2014-02-12 00:00:00.000
12549,13355,1 (11) 500 555-0139,2,2011-09-10 00:00:00.000
12550,13356,1 (11) 500 555-0149,1,2012-08-08 00:00:00.000
12551,13357,1 (11) 500 555-0128,2,2013-02-14 00:00:00.000
12552,13358,1 (11) 500 555-0164,2,2012-07-27 00:00:00.000
12553,13359,963-555-0130,2,2014-01-30 00:00:00.000
12554,13360,1 (11) 500 555-0122,2,2013-11-14 00:00:00.000
12555,13361,389-555-0114,2,2013-11-12 00:00:00.000
12556,13362,1 (11) 500 555-0126,1,2014-04-19 00:00:00.000
12557,13363,402-555-0135,2,2014-05-04 00:00:00.000
12558,13364,1 (11) 500 555-0160,1,2014-03-05 00:00:00.000
12559,13365,1 (11) 500 555-0159,1,2013-08-19 00:00:00.000
12560,13366,1 (11) 500 555-0172,1,2014-02-15 00:00:00.000
12561,13367,1 (11) 500 555-0168,1,2014-02-03 00:00:00.000
12562,13368,907-555-0138,2,2014-05-23 00:00:00.000
12563,13369,1 (11) 500 555-0121,1,2012-06-23 00:00:00.000
12564,13370,176-555-0134,1,2013-12-20 00:00:00.000
12565,13371,827-555-0164,1,2013-03-20 00:00:00.000
12566,13372,1 (11) 500 555-0147,2,2011-08-04 00:00:00.000
12567,13373,539-555-0118,2,2013-09-10 00:00:00.000
12568,13374,778-555-0161,1,2014-01-29 00:00:00.000
12569,13375,678-555-0179,1,2011-12-03 00:00:00.000
12570,13376,1 (11) 500 555-0143,2,2013-11-27 00:00:00.000
12571,13377,602-555-0169,2,2014-04-13 00:00:00.000
12572,13378,1 (11) 500 555-0162,1,2014-03-31 00:00:00.000
12573,13379,115-555-0140,2,2014-02-08 00:00:00.000
12574,13380,1 (11) 500 555-0110,1,2012-05-12 00:00:00.000
12575,13381,1 (11) 500 555-0132,1,2013-10-13 00:00:00.000
12576,13382,1 (11) 500 555-0110,2,2012-11-24 00:00:00.000
12577,13383,1 (11) 500 555-0112,1,2013-01-02 00:00:00.000
12578,13384,1 (11) 500 555-0143,1,2014-06-19 00:00:00.000
12579,13385,1 (11) 500 555-0141,1,2014-05-08 00:00:00.000
12580,13386,1 (11) 500 555-0134,1,2012-12-03 00:00:00.000
12581,13387,606-555-0154,1,2013-07-08 00:00:00.000
12582,13388,168-555-0116,1,2013-10-10 00:00:00.000
12583,13389,522-555-0168,1,2013-11-01 00:00:00.000
12584,13390,463-555-0187,1,2013-10-21 00:00:00.000
12585,13391,1 (11) 500 555-0172,2,2013-11-13 00:00:00.000
12586,13392,130-555-0154,2,2013-09-05 00:00:00.000
12587,13393,875-555-0140,2,2014-01-29 00:00:00.000
12588,13394,1 (11) 500 555-0149,1,2014-01-29 00:00:00.000
12589,13395,982-555-0113,1,2013-07-08 00:00:00.000
12590,13396,1 (11) 500 555-0114,1,2012-11-05 00:00:00.000
12591,13397,1 (11) 500 555-0125,1,2013-09-05 00:00:00.000
12592,13398,1 (11) 500 555-0148,2,2013-04-28 00:00:00.000
12593,13399,1 (11) 500 555-0164,2,2013-10-31 00:00:00.000
12594,13400,1 (11) 500 555-0150,2,2013-09-04 00:00:00.000
12595,13401,1 (11) 500 555-0172,1,2014-05-04 00:00:00.000
12596,13402,1 (11) 500 555-0181,1,2013-05-08 00:00:00.000
12597,13403,133-555-0143,1,2013-10-19 00:00:00.000
12598,13404,1 (11) 500 555-0136,2,2014-05-16 00:00:00.000
12599,13405,250-555-0197,2,2013-11-09 00:00:00.000
12600,13406,1 (11) 500 555-0160,2,2012-11-23 00:00:00.000
12601,13407,1 (11) 500 555-0199,1,2013-10-02 00:00:00.000
12602,13408,1 (11) 500 555-0137,1,2013-04-19 00:00:00.000
12603,13409,1 (11) 500 555-0191,2,2013-02-09 00:00:00.000
12604,13410,701-555-0120,2,2011-12-17 00:00:00.000
12605,13411,243-555-0114,1,2014-03-20 00:00:00.000
12606,13412,440-555-0185,1,2013-11-24 00:00:00.000
12607,13413,1 (11) 500 555-0167,1,2013-11-14 00:00:00.000
12608,13414,1 (11) 500 555-0186,1,2013-08-22 00:00:00.000
12609,13415,233-555-0116,1,2014-03-27 00:00:00.000
12610,13416,1 (11) 500 555-0149,1,2014-03-22 00:00:00.000
12611,13417,1 (11) 500 555-0151,1,2011-09-28 00:00:00.000
12612,13418,1 (11) 500 555-0115,2,2013-11-11 00:00:00.000
12613,13419,802-555-0166,2,2012-04-14 00:00:00.000
12614,13420,1 (11) 500 555-0182,1,2014-06-21 00:00:00.000
12615,13421,1 (11) 500 555-0111,2,2012-08-08 00:00:00.000
12616,13422,1 (11) 500 555-0119,2,2013-11-03 00:00:00.000
12617,13423,965-555-0186,1,2013-07-16 00:00:00.000
12618,13424,149-555-0168,1,2013-10-04 00:00:00.000
12619,13425,1 (11) 500 555-0157,2,2013-11-11 00:00:00.000
12620,13426,710-555-0143,2,2012-04-04 00:00:00.000
12621,13427,580-555-0159,2,2013-10-21 00:00:00.000
12622,13428,141-555-0184,1,2013-12-10 00:00:00.000
12623,13429,1 (11) 500 555-0159,1,2014-03-01 00:00:00.000
12624,13430,1 (11) 500 555-0158,1,2012-04-21 00:00:00.000
12625,13431,1 (11) 500 555-0165,2,2012-07-19 00:00:00.000
12626,13432,115-555-0174,2,2013-10-09 00:00:00.000
12627,13433,806-555-0199,2,2014-01-19 00:00:00.000
12628,13434,292-555-0140,2,2013-09-13 00:00:00.000
12629,13435,1 (11) 500 555-0133,1,2013-02-26 00:00:00.000
12630,13436,599-555-0132,1,2013-07-26 00:00:00.000
12631,13437,573-555-0144,2,2011-12-30 00:00:00.000
12632,13438,601-555-0132,1,2014-04-06 00:00:00.000
12633,13439,782-555-0135,2,2014-03-31 00:00:00.000
12634,13440,1 (11) 500 555-0199,2,2013-02-14 00:00:00.000
12635,13441,1 (11) 500 555-0175,1,2013-11-19 00:00:00.000
12636,13442,1 (11) 500 555-0195,2,2013-03-06 00:00:00.000
12637,13443,1 (11) 500 555-0130,1,2014-04-11 00:00:00.000
12638,13444,1 (11) 500 555-0119,2,2014-04-28 00:00:00.000
12639,13445,1 (11) 500 555-0113,2,2012-10-30 00:00:00.000
12640,13446,1 (11) 500 555-0172,1,2014-04-17 00:00:00.000
12641,13447,941-555-0138,2,2013-07-26 00:00:00.000
12642,13448,540-555-0150,1,2013-08-27 00:00:00.000
12643,13449,1 (11) 500 555-0179,1,2013-05-14 00:00:00.000
12644,13450,219-555-0162,1,2014-04-21 00:00:00.000
12645,13451,149-555-0166,2,2013-09-11 00:00:00.000
12646,13452,1 (11) 500 555-0121,2,2014-06-26 00:00:00.000
12647,13453,1 (11) 500 555-0167,1,2013-08-03 00:00:00.000
12648,13454,1 (11) 500 555-0114,2,2013-08-25 00:00:00.000
12649,13455,1 (11) 500 555-0182,1,2012-12-14 00:00:00.000
12650,13456,919-555-0167,1,2014-02-01 00:00:00.000
12651,13457,1 (11) 500 555-0174,2,2014-02-16 00:00:00.000
12652,13458,556-555-0131,2,2014-03-26 00:00:00.000
12653,13459,1 (11) 500 555-0134,1,2013-07-17 00:00:00.000
12654,13460,192-555-0115,1,2013-10-30 00:00:00.000
12655,13461,559-555-0142,2,2014-03-23 00:00:00.000
12656,13462,362-555-0174,2,2013-10-29 00:00:00.000
12657,13463,164-555-0118,1,2014-04-28 00:00:00.000
12658,13464,1 (11) 500 555-0196,2,2013-02-14 00:00:00.000
12659,13465,219-555-0166,1,2013-09-08 00:00:00.000
12660,13466,344-555-0110,1,2014-05-31 00:00:00.000
12661,13467,1 (11) 500 555-0176,2,2013-09-21 00:00:00.000
12662,13468,914-555-0114,2,2013-10-17 00:00:00.000
12663,13469,557-555-0117,1,2013-10-22 00:00:00.000
12664,13470,1 (11) 500 555-0132,1,2014-05-24 00:00:00.000
12665,13471,415-555-0115,1,2012-08-19 00:00:00.000
12666,13472,1 (11) 500 555-0182,2,2012-12-22 00:00:00.000
12667,13473,238-555-0185,2,2014-05-03 00:00:00.000
12668,13474,583-555-0197,1,2014-01-30 00:00:00.000
12669,13475,789-555-0171,1,2013-10-07 00:00:00.000
12670,13476,389-555-0150,2,2014-04-24 00:00:00.000
12671,13477,1 (11) 500 555-0196,1,2013-08-19 00:00:00.000
12672,13478,585-555-0135,2,2014-03-11 00:00:00.000
12673,13479,114-555-0156,2,2013-08-25 00:00:00.000
12674,13480,1 (11) 500 555-0112,1,2013-12-25 00:00:00.000
12675,13481,1 (11) 500 555-0181,1,2012-07-26 00:00:00.000
12676,13482,1 (11) 500 555-0139,1,2014-04-03 00:00:00.000
12677,13483,994-555-0158,1,2013-11-24 00:00:00.000
12678,13484,1 (11) 500 555-0138,1,2013-02-13 00:00:00.000
12679,13485,138-555-0196,1,2014-04-28 00:00:00.000
12680,13486,1 (11) 500 555-0146,2,2014-03-21 00:00:00.000
12681,13487,836-555-0162,2,2012-09-20 00:00:00.000
12682,13488,1 (11) 500 555-0170,1,2013-08-24 00:00:00.000
12683,13489,1 (11) 500 555-0179,1,2014-03-01 00:00:00.000
12684,13490,1 (11) 500 555-0170,2,2013-08-30 00:00:00.000
12685,13491,1 (11) 500 555-0136,1,2013-12-04 00:00:00.000
12686,13492,453-555-0126,2,2014-02-22 00:00:00.000
12687,13493,245-555-0114,1,2013-04-27 00:00:00.000
12688,13494,1 (11) 500 555-0166,1,2013-09-18 00:00:00.000
12689,13495,1 (11) 500 555-0176,2,2012-03-22 00:00:00.000
12690,13496,779-555-0111,1,2014-01-28 00:00:00.000
12691,13497,149-555-0199,2,2013-10-09 00:00:00.000
12692,13498,137-555-0112,2,2013-11-22 00:00:00.000
12693,13499,1 (11) 500 555-0131,1,2014-05-17 00:00:00.000
12694,13500,162-555-0111,1,2014-04-18 00:00:00.000
12695,13501,1 (11) 500 555-0198,2,2013-02-04 00:00:00.000
12696,13502,1 (11) 500 555-0118,2,2014-03-23 00:00:00.000
12697,13503,1 (11) 500 555-0155,1,2013-07-26 00:00:00.000
12698,13504,1 (11) 500 555-0199,1,2014-03-14 00:00:00.000
12699,13505,1 (11) 500 555-0184,2,2013-11-26 00:00:00.000
12700,13506,1 (11) 500 555-0123,2,2013-10-20 00:00:00.000
12701,13507,1 (11) 500 555-0115,2,2011-12-03 00:00:00.000
12702,13508,386-555-0134,1,2012-11-17 00:00:00.000
12703,13509,191-555-0117,2,2014-06-07 00:00:00.000
12704,13510,707-555-0197,1,2013-10-27 00:00:00.000
12705,13511,249-555-0123,1,2014-01-15 00:00:00.000
12706,13512,1 (11) 500 555-0120,1,2013-07-03 00:00:00.000
12707,13513,1 (11) 500 555-0183,1,2011-07-13 00:00:00.000
12708,13514,199-555-0186,2,2011-06-01 00:00:00.000
12709,13515,146-555-0121,1,2014-04-25 00:00:00.000
12710,13516,924-555-0142,1,2014-01-11 00:00:00.000
12711,13517,1 (11) 500 555-0135,1,2013-08-27 00:00:00.000
12712,13518,314-555-0193,1,2013-10-01 00:00:00.000
12713,13519,177-555-0148,1,2014-02-09 00:00:00.000
12714,13520,243-555-0117,1,2013-10-18 00:00:00.000
12715,13521,980-555-0117,2,2014-03-05 00:00:00.000
12716,13522,1 (11) 500 555-0177,1,2012-09-28 00:00:00.000
12717,13523,113-555-0178,1,2013-12-12 00:00:00.000
12718,13524,140-555-0123,1,2014-05-16 00:00:00.000
12719,13525,1 (11) 500 555-0148,2,2013-11-10 00:00:00.000
12720,13526,1 (11) 500 555-0147,1,2013-03-24 00:00:00.000
12721,13527,1 (11) 500 555-0125,1,2013-11-10 00:00:00.000
12722,13528,1 (11) 500 555-0160,2,2014-03-28 00:00:00.000
12723,13529,231-555-0123,1,2014-04-18 00:00:00.000
12724,13530,697-555-0178,2,2014-05-22 00:00:00.000
12725,13531,1 (11) 500 555-0162,2,2011-06-21 00:00:00.000
12726,13532,393-555-0136,1,2014-03-21 00:00:00.000
12727,13533,1 (11) 500 555-0178,1,2013-03-30 00:00:00.000
12728,13534,111-555-0167,1,2012-07-03 00:00:00.000
12729,13535,1 (11) 500 555-0147,2,2014-04-14 00:00:00.000
12730,13536,547-555-0143,1,2013-08-18 00:00:00.000
12731,13537,157-555-0111,1,2014-03-27 00:00:00.000
12732,13538,134-555-0146,1,2013-07-06 00:00:00.000
12733,13539,1 (11) 500 555-0117,1,2014-03-28 00:00:00.000
12734,13540,180-555-0197,2,2012-10-01 00:00:00.000
12735,13541,391-555-0141,1,2014-05-28 00:00:00.000
12736,13542,1 (11) 500 555-0174,2,2011-08-19 00:00:00.000
12737,13543,951-555-0191,2,2013-08-13 00:00:00.000
12738,13544,1 (11) 500 555-0131,1,2012-02-11 00:00:00.000
12739,13545,998-555-0130,2,2013-09-29 00:00:00.000
12740,13546,218-555-0176,1,2013-09-21 00:00:00.000
12741,13547,363-555-0147,2,2011-08-19 00:00:00.000
12742,13548,315-555-0187,2,2013-07-06 00:00:00.000
12743,13549,1 (11) 500 555-0134,1,2013-03-24 00:00:00.000
12744,13550,1 (11) 500 555-0185,1,2014-03-02 00:00:00.000
12745,13551,816-555-0150,1,2014-02-25 00:00:00.000
12746,13552,1 (11) 500 555-0138,2,2014-05-21 00:00:00.000
12747,13553,203-555-0116,2,2014-06-19 00:00:00.000
12748,13554,512-555-0144,2,2013-11-04 00:00:00.000
12749,13555,183-555-0190,2,2014-01-13 00:00:00.000
12750,13556,1 (11) 500 555-0120,1,2014-02-15 00:00:00.000
12751,13557,1 (11) 500 555-0132,1,2014-01-17 00:00:00.000
12752,13558,113-555-0189,1,2013-10-28 00:00:00.000
12753,13559,1 (11) 500 555-0136,1,2011-12-17 00:00:00.000
12754,13560,556-555-0177,1,2013-09-18 00:00:00.000
12755,13561,1 (11) 500 555-0125,1,2014-03-31 00:00:00.000
12756,13562,1 (11) 500 555-0111,1,2012-10-30 00:00:00.000
12757,13563,983-555-0156,2,2014-02-08 00:00:00.000
12758,13564,1 (11) 500 555-0153,2,2013-02-03 00:00:00.000
12759,13565,187-555-0148,1,2014-02-22 00:00:00.000
12760,13566,293-555-0151,2,2014-01-12 00:00:00.000
12761,13567,1 (11) 500 555-0173,2,2014-03-07 00:00:00.000
12762,13568,1 (11) 500 555-0197,2,2014-03-21 00:00:00.000
12763,13569,194-555-0118,1,2013-07-17 00:00:00.000
12764,13570,305-555-0196,2,2014-01-05 00:00:00.000
12765,13571,1 (11) 500 555-0180,1,2013-08-31 00:00:00.000
12766,13572,574-555-0134,1,2013-09-23 00:00:00.000
12767,13573,716-555-0159,2,2014-01-23 00:00:00.000
12768,13574,1 (11) 500 555-0166,2,2013-02-17 00:00:00.000
12769,13575,555-555-0138,1,2012-10-29 00:00:00.000
12770,13576,196-555-0169,1,2013-10-08 00:00:00.000
12771,13577,489-555-0193,2,2014-04-23 00:00:00.000
12772,13578,1 (11) 500 555-0119,1,2013-07-05 00:00:00.000
12773,13579,744-555-0121,1,2014-02-13 00:00:00.000
12774,13580,331-555-0131,2,2013-07-26 00:00:00.000
12775,13581,638-555-0188,2,2014-01-13 00:00:00.000
12776,13582,195-555-0180,2,2013-04-01 00:00:00.000
12777,13583,1 (11) 500 555-0112,1,2012-12-27 00:00:00.000
12778,13584,590-555-0124,1,2014-04-01 00:00:00.000
12779,13585,856-555-0157,2,2012-07-17 00:00:00.000
12780,13586,988-555-0199,1,2014-04-30 00:00:00.000
12781,13587,331-555-0154,2,2014-04-20 00:00:00.000
12782,13588,127-555-0189,2,2012-02-12 00:00:00.000
12783,13589,926-555-0187,2,2014-04-09 00:00:00.000
12784,13590,646-555-0142,1,2014-01-25 00:00:00.000
12785,13591,1 (11) 500 555-0112,2,2012-04-08 00:00:00.000
12786,13592,1 (11) 500 555-0112,2,2013-01-26 00:00:00.000
12787,13593,687-555-0176,1,2014-03-26 00:00:00.000
12788,13594,1 (11) 500 555-0111,1,2014-02-22 00:00:00.000
12789,13595,1 (11) 500 555-0149,1,2013-10-10 00:00:00.000
12790,13596,966-555-0193,2,2014-05-09 00:00:00.000
12791,13597,565-555-0115,1,2013-12-28 00:00:00.000
12792,13598,1 (11) 500 555-0127,2,2013-08-18 00:00:00.000
12793,13599,1 (11) 500 555-0148,2,2012-06-05 00:00:00.000
12794,13600,1 (11) 500 555-0178,1,2014-06-01 00:00:00.000
12795,13601,473-555-0194,1,2013-07-26 00:00:00.000
12796,13602,726-555-0168,2,2013-10-18 00:00:00.000
12797,13603,811-555-0195,2,2014-04-08 00:00:00.000
12798,13604,975-555-0163,1,2013-10-11 00:00:00.000
12799,13605,763-555-0126,2,2014-01-03 00:00:00.000
12800,13606,1 (11) 500 555-0129,2,2011-06-23 00:00:00.000
12801,13607,1 (11) 500 555-0117,2,2013-07-26 00:00:00.000
12802,13608,639-555-0126,2,2013-08-29 00:00:00.000
12803,13609,1 (11) 500 555-0176,1,2012-10-09 00:00:00.000
12804,13610,773-555-0184,1,2014-01-31 00:00:00.000
12805,13611,101-555-0146,1,2012-07-07 00:00:00.000
12806,13612,1 (11) 500 555-0143,1,2013-01-08 00:00:00.000
12807,13613,149-555-0191,2,2013-12-29 00:00:00.000
12808,13614,1 (11) 500 555-0188,1,2011-09-29 00:00:00.000
12809,13615,1 (11) 500 555-0143,2,2013-05-27 00:00:00.000
12810,13616,187-555-0115,2,2012-10-30 00:00:00.000
12811,13617,1 (11) 500 555-0144,2,2013-09-21 00:00:00.000
12812,13618,516-555-0137,1,2014-01-19 00:00:00.000
12813,13619,1 (11) 500 555-0177,1,2013-11-27 00:00:00.000
12814,13620,1 (11) 500 555-0181,1,2013-10-07 00:00:00.000
12815,13621,1 (11) 500 555-0197,2,2011-11-22 00:00:00.000
12816,13622,1 (11) 500 555-0137,1,2013-05-29 00:00:00.000
12817,13623,763-555-0134,1,2013-08-19 00:00:00.000
12818,13624,1 (11) 500 555-0114,2,2013-05-31 00:00:00.000
12819,13625,1 (11) 500 555-0174,1,2013-04-06 00:00:00.000
12820,13626,303-555-0111,2,2014-03-29 00:00:00.000
12821,13627,589-555-0197,1,2013-06-12 00:00:00.000
12822,13628,229-555-0114,2,2013-10-06 00:00:00.000
12823,13629,1 (11) 500 555-0193,2,2014-04-27 00:00:00.000
12824,13630,1 (11) 500 555-0166,1,2012-07-21 00:00:00.000
12825,13631,165-555-0162,1,2014-03-16 00:00:00.000
12826,13632,535-555-0118,1,2013-08-22 00:00:00.000
12827,13633,145-555-0177,1,2014-05-03 00:00:00.000
12828,13634,1 (11) 500 555-0169,1,2013-01-08 00:00:00.000
12829,13635,1 (11) 500 555-0180,1,2013-12-09 00:00:00.000
12830,13636,451-555-0175,2,2013-11-27 00:00:00.000
12831,13637,1 (11) 500 555-0116,1,2013-09-26 00:00:00.000
12832,13638,388-555-0189,2,2014-02-03 00:00:00.000
12833,13639,1 (11) 500 555-0119,2,2014-03-09 00:00:00.000
12834,13640,387-555-0144,2,2013-10-11 00:00:00.000
12835,13641,1 (11) 500 555-0118,1,2014-04-23 00:00:00.000
12836,13642,1 (11) 500 555-0180,2,2013-04-04 00:00:00.000
12837,13643,379-555-0182,1,2013-07-27 00:00:00.000
12838,13644,1 (11) 500 555-0118,1,2013-04-05 00:00:00.000
12839,13645,1 (11) 500 555-0187,2,2013-09-23 00:00:00.000
12840,13646,459-555-0138,2,2012-04-12 00:00:00.000
12841,13647,116-555-0180,2,2014-02-24 00:00:00.000
12842,13648,1 (11) 500 555-0141,2,2012-12-03 00:00:00.000
12843,13649,446-555-0170,2,2014-03-29 00:00:00.000
12844,13650,1 (11) 500 555-0128,1,2012-04-11 00:00:00.000
12845,13651,195-555-0131,1,2014-02-01 00:00:00.000
12846,13652,1 (11) 500 555-0154,2,2014-03-03 00:00:00.000
12847,13653,1 (11) 500 555-0170,1,2013-07-26 00:00:00.000
12848,13654,533-555-0161,2,2014-03-25 00:00:00.000
12849,13655,829-555-0111,2,2014-01-09 00:00:00.000
12850,13656,347-555-0116,1,2013-11-04 00:00:00.000
12851,13657,186-555-0198,2,2014-02-25 00:00:00.000
12852,13658,139-555-0181,2,2014-01-19 00:00:00.000
12853,13659,1 (11) 500 555-0114,1,2014-06-16 00:00:00.000
12854,13660,358-555-0120,1,2014-01-29 00:00:00.000
12855,13661,111-555-0181,2,2013-08-22 00:00:00.000
12856,13662,756-555-0133,1,2013-07-17 00:00:00.000
12857,13663,506-555-0128,1,2013-10-21 00:00:00.000
12858,13664,175-555-0128,1,2013-12-28 00:00:00.000
12859,13665,1 (11) 500 555-0119,1,2014-05-26 00:00:00.000
12860,13666,1 (11) 500 555-0196,1,2013-08-24 00:00:00.000
12861,13667,1 (11) 500 555-0152,2,2014-03-11 00:00:00.000
12862,13668,1 (11) 500 555-0119,2,2013-07-26 00:00:00.000
12863,13669,198-555-0197,1,2012-10-13 00:00:00.000
12864,13670,358-555-0164,2,2013-04-02 00:00:00.000
12865,13671,265-555-0159,2,2013-10-15 00:00:00.000
12866,13672,198-555-0136,1,2014-04-19 00:00:00.000
12867,13673,1 (11) 500 555-0179,2,2013-07-28 00:00:00.000
12868,13674,518-555-0197,2,2013-12-23 00:00:00.000
12869,13675,1 (11) 500 555-0132,2,2014-05-06 00:00:00.000
12870,13676,1 (11) 500 555-0135,2,2014-02-23 00:00:00.000
12871,13677,1 (11) 500 555-0114,2,2013-11-10 00:00:00.000
12872,13678,435-555-0159,1,2014-05-06 00:00:00.000
12873,13679,1 (11) 500 555-0131,1,2013-11-13 00:00:00.000
12874,13680,788-555-0163,2,2013-08-01 00:00:00.000
12875,13681,1 (11) 500 555-0192,2,2013-12-18 00:00:00.000
12876,13682,1 (11) 500 555-0172,2,2013-10-21 00:00:00.000
12877,13683,1 (11) 500 555-0114,1,2014-01-17 00:00:00.000
12878,13684,1 (11) 500 555-0187,1,2012-05-14 00:00:00.000
12879,13685,566-555-0115,1,2013-09-02 00:00:00.000
12880,13686,210-555-0123,1,2012-12-10 00:00:00.000
12881,13687,361-555-0116,2,2014-04-10 00:00:00.000
12882,13688,1 (11) 500 555-0114,2,2014-05-14 00:00:00.000
12883,13689,1 (11) 500 555-0166,2,2013-11-02 00:00:00.000
12884,13690,1 (11) 500 555-0115,1,2014-03-16 00:00:00.000
12885,13691,155-555-0146,1,2013-11-13 00:00:00.000
12886,13692,612-555-0184,2,2014-04-04 00:00:00.000
12887,13693,367-555-0158,1,2014-03-24 00:00:00.000
12888,13694,1 (11) 500 555-0190,2,2014-01-25 00:00:00.000
12889,13695,503-555-0135,1,2011-09-02 00:00:00.000
12890,13696,382-555-0138,2,2012-03-30 00:00:00.000
12891,13697,792-555-0157,1,2012-03-15 00:00:00.000
12892,13698,1 (11) 500 555-0147,1,2012-03-02 00:00:00.000
12893,13699,1 (11) 500 555-0114,2,2014-01-01 00:00:00.000
12894,13700,411-555-0124,2,2014-04-30 00:00:00.000
12895,13701,1 (11) 500 555-0127,2,2012-05-11 00:00:00.000
12896,13702,1 (11) 500 555-0186,1,2013-08-17 00:00:00.000
12897,13703,397-555-0152,2,2013-09-24 00:00:00.000
12898,13704,945-555-0189,2,2013-07-21 00:00:00.000
12899,13705,348-555-0137,2,2014-05-28 00:00:00.000
12900,13706,317-555-0155,2,2013-12-24 00:00:00.000
12901,13707,1 (11) 500 555-0191,1,2013-10-13 00:00:00.000
12902,13708,1 (11) 500 555-0119,2,2014-04-29 00:00:00.000
12903,13709,116-555-0111,2,2013-07-15 00:00:00.000
12904,13710,1 (11) 500 555-0128,2,2013-12-07 00:00:00.000
12905,13711,1 (11) 500 555-0128,2,2014-05-14 00:00:00.000
