,CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
11021,11022,Distinguish,55556355513754,4,2006,2011-09-22
11022,11023,SuperiorCard,33338435117808,7,2007,2014-04-18
11023,11024,Distinguish,55551585180155,5,2007,2012-03-22
11024,11025,SuperiorCard,33336526959818,12,2006,2014-02-25
11025,11026,Distinguish,55558898950266,3,2007,2014-02-06
11026,11027,SuperiorCard,33335398453681,2,2005,2013-07-09
11027,11028,ColonialVoice,77772034123148,12,2007,2011-09-29
11028,11029,SuperiorCard,33336705538138,7,2006,2013-04-26
11029,11030,ColonialVoice,77776674950952,2,2005,2013-09-20
11030,11031,Vista,11112295163988,2,2008,2013-08-24
11031,11032,SuperiorCard,33334548430822,11,2005,2013-09-24
11032,11033,Distinguish,55553544701788,8,2007,2011-07-01
11033,11034,Distinguish,55556165927169,12,2007,2013-09-20
11034,11035,ColonialVoice,77776861780947,6,2008,2013-09-04
11035,11036,Distinguish,55552819730716,7,2008,2013-08-30
11036,11037,ColonialVoice,77779527117273,4,2008,2014-04-06
11037,11038,SuperiorCard,33335388832602,8,2005,2013-10-09
11038,11039,SuperiorCard,33336936857386,6,2007,2012-06-18
11039,11040,Vista,11118999547346,12,2005,2014-01-18
11040,11041,Vista,11117631114440,3,2006,2014-01-18
11041,11042,ColonialVoice,77776921261351,7,2006,2014-03-26
11042,11043,Vista,11116845277073,5,2008,2010-02-05
11043,11044,SuperiorCard,33339024057448,6,2006,2013-01-04
11044,11045,Distinguish,55555712150812,12,2007,2014-03-31
11045,11046,Vista,11115686906856,1,2005,2013-05-30
11046,11047,Distinguish,55559655493537,9,2008,2014-01-04
11047,11048,ColonialVoice,77776096112954,7,2006,2014-03-28
11048,11049,Vista,11117031705957,1,2008,2014-01-17
11049,11050,Distinguish,55553621359310,6,2007,2013-06-30
11050,11051,Vista,11113999455987,9,2005,2013-08-25
11051,11052,Vista,11115587436820,6,2007,2011-05-31
11052,11053,Vista,11116213225151,2,2005,2013-09-02
11053,11054,Distinguish,55552257589056,2,2005,2014-05-06
11054,11055,SuperiorCard,33335116567429,2,2007,2012-08-23
11055,11056,Vista,11111149668245,9,2007,2011-08-01
11056,11057,SuperiorCard,33337415590884,10,2007,2013-07-20
11057,11058,SuperiorCard,33335935163259,5,2005,2014-04-25
11058,11059,Vista,11117357823853,3,2007,2013-03-03
11059,11060,ColonialVoice,77772834002657,5,2007,2013-05-18
11060,11061,Vista,11113457651958,5,2008,2014-02-18
11061,11062,Distinguish,55557629876740,1,2007,2013-02-15
11062,11063,Vista,11118387919152,12,2007,2013-07-26
11063,11064,Vista,11113471792453,9,2006,2013-08-18
11064,11065,Distinguish,55558411012018,10,2005,2013-09-22
11065,11066,Vista,11111965024967,1,2005,2013-11-14
11066,11067,SuperiorCard,33333931139237,6,2006,2014-03-22
11067,11068,Vista,11116983250826,3,2005,2014-05-20
11068,11069,SuperiorCard,33336390808431,6,2006,2012-07-02
11069,11070,SuperiorCard,33334345799178,11,2007,2009-02-04
11070,11071,SuperiorCard,33333409998230,4,2006,2013-07-20
11071,11072,ColonialVoice,77778618125903,8,2005,2011-07-01
11072,11073,Vista,11118029989576,9,2007,2014-01-17
11073,11074,ColonialVoice,77771926767273,2,2007,2009-02-02
11074,11075,Vista,11114369564985,6,2008,2014-04-29
11075,11076,SuperiorCard,33337075568355,6,2006,2012-06-26
11076,11077,Vista,11115172204590,10,2005,2014-01-07
11077,11078,Vista,11119577201381,10,2007,2013-10-03
11078,11079,SuperiorCard,33336132989818,8,2005,2014-05-07
11079,11080,SuperiorCard,33335881815745,6,2008,2012-07-31
11080,11081,SuperiorCard,33333392283645,11,2008,2012-07-03
11081,11082,ColonialVoice,77778083660888,11,2007,2013-07-14
11082,11083,ColonialVoice,77772227137503,5,2006,2008-12-30
11083,11084,ColonialVoice,77774340795615,11,2007,2013-09-05
11084,11085,Vista,11115764333208,2,2007,2014-05-11
11085,11086,ColonialVoice,77778981134479,11,2006,2012-11-15
11086,11087,ColonialVoice,77774710495954,1,2008,2013-06-30
11087,11088,SuperiorCard,33336417848158,8,2005,2014-05-20
11088,11089,Distinguish,55556639396538,5,2008,2014-03-24
11089,11090,Vista,11113123403607,9,2008,2014-01-02
11090,11091,Vista,11111999192730,1,2008,2014-03-23
11091,11092,ColonialVoice,77774476989988,8,2007,2013-04-17
11092,11093,Vista,11117972084431,7,2006,2014-06-14
11093,11094,SuperiorCard,33331377582061,7,2007,2013-07-11
11094,11095,SuperiorCard,33336659847991,6,2005,2014-06-06
11095,11096,Distinguish,55559510684025,9,2006,2014-02-22
11096,11097,SuperiorCard,33336268329893,11,2008,2014-03-03
11097,11098,SuperiorCard,33339935112708,1,2006,2014-03-25
11098,11099,ColonialVoice,77777079018850,10,2005,2013-10-09
11099,11100,ColonialVoice,77779655972973,5,2005,2013-09-27
11100,11101,ColonialVoice,77778009083349,9,2007,2013-10-01
11101,11102,SuperiorCard,33337007910292,5,2008,2013-08-26
11102,11103,Distinguish,55556387327785,10,2008,2014-01-23
11103,11104,ColonialVoice,77776963301388,2,2006,2013-12-27
11104,11105,SuperiorCard,33333533213346,9,2007,2014-03-22
11105,11106,SuperiorCard,33337063221043,11,2006,2014-02-24
11106,11107,Distinguish,55559637110519,5,2008,2013-12-27
11107,11108,Vista,11116197915772,2,2006,2014-03-26
11108,11109,ColonialVoice,77771030535521,2,2008,2014-01-25
11109,11110,ColonialVoice,77772714069671,5,2007,2013-05-30
11110,11111,Vista,11111908760397,4,2006,2013-06-02
11111,11112,SuperiorCard,33331408121973,4,2006,2013-01-11
11112,11113,ColonialVoice,77778179286671,1,2008,2014-05-30
11113,11114,Vista,11113450276009,6,2005,2014-04-28
11114,11115,Vista,11116056492014,2,2007,2013-07-25
11115,11116,Distinguish,55551268792866,6,2006,2012-08-08
11116,11117,Distinguish,55556342646293,10,2007,2013-12-05
11117,11118,Vista,11117743866840,5,2006,2014-03-19
11118,11119,ColonialVoice,77772899490729,6,2008,2013-07-31
11119,11120,Distinguish,55554457546817,10,2008,2014-01-09
11120,11121,ColonialVoice,77771206687544,9,2008,2011-12-20
11121,11122,Vista,11114114428940,9,2006,2012-11-05
11122,11123,ColonialVoice,77772350529873,3,2006,2013-09-02
11123,11124,Vista,11113781157793,10,2005,2014-06-19
11124,11125,Distinguish,55557735523843,8,2007,2011-09-10
11125,11126,Distinguish,55556836605127,2,2008,2009-02-03
11126,11127,Distinguish,55554405734552,2,2007,2014-04-18
11127,11128,ColonialVoice,77778868574825,1,2005,2014-03-31
11128,11129,Vista,11113693444009,4,2006,2014-05-27
11129,11130,ColonialVoice,77775572554034,2,2005,2011-12-21
11130,11131,Distinguish,55555104579715,3,2008,2014-02-19
11131,11132,Distinguish,55554906303932,10,2007,2010-12-18
11132,11133,ColonialVoice,77772552323476,5,2007,2014-05-25
11133,11134,SuperiorCard,33337552458360,12,2006,2012-04-06
11134,11135,SuperiorCard,33334267986388,9,2005,2013-08-24
11135,11136,Distinguish,55556342666559,11,2008,2014-02-13
11136,11137,ColonialVoice,77779918429055,4,2008,2013-10-04
11137,11138,Distinguish,55558701212647,5,2005,2013-10-05
11138,11139,Vista,11116368037873,7,2005,2013-12-13
11139,11140,ColonialVoice,77773196302488,1,2005,2014-05-20
11140,11141,ColonialVoice,77772557647623,10,2006,2011-11-25
11141,11142,Distinguish,55558345264125,1,2007,2013-12-19
11142,11143,Vista,11118531661452,12,2008,2014-03-23
11143,11144,SuperiorCard,33332055617789,4,2008,2011-12-28
11144,11145,ColonialVoice,77773763104835,1,2005,2013-02-26
11145,11146,ColonialVoice,77772295598915,2,2005,2013-08-11
11146,11147,SuperiorCard,33333511874948,4,2008,2012-11-21
11147,11148,Vista,11113588289017,8,2007,2014-03-18
11148,11149,SuperiorCard,33339506236322,3,2005,2012-07-15
11149,11150,ColonialVoice,77775658326712,3,2007,2011-05-31
11150,11151,Vista,11112345615000,4,2008,2014-02-21
11151,11152,ColonialVoice,77774696004583,10,2005,2012-10-29
11152,11153,SuperiorCard,33339228609819,4,2008,2013-12-30
11153,11154,ColonialVoice,77774536689070,5,2005,2014-05-07
11154,11155,SuperiorCard,33337545132730,2,2005,2013-09-05
11155,11156,Distinguish,55559192469342,11,2005,2008-12-20
11156,11157,Distinguish,55553298876491,4,2007,2009-01-08
11157,11158,Distinguish,55554603023230,1,2007,2014-01-23
11158,11159,SuperiorCard,33336690915763,5,2006,2013-11-10
11159,11160,Vista,11117461689965,11,2006,2014-03-21
11160,11161,Vista,11119516516354,12,2008,2014-04-05
11161,11162,SuperiorCard,33337231473742,8,2006,2008-02-20
11162,11163,Distinguish,55553936749617,5,2008,2013-07-05
11163,11164,ColonialVoice,77774002536239,10,2005,2014-02-16
11164,11165,Vista,11119384701489,4,2008,2014-04-28
11165,11166,Vista,11111451664173,6,2006,2013-10-14
11166,11167,SuperiorCard,33332426513648,3,2005,2014-02-23
11167,11168,SuperiorCard,33335037929930,6,2008,2012-03-29
11168,11169,ColonialVoice,77779592506821,5,2008,2011-07-10
11169,11170,Vista,11114997732854,9,2005,2009-12-10
11170,11171,ColonialVoice,77774511773942,3,2008,2014-05-06
11171,11172,SuperiorCard,33333692522675,11,2005,2013-08-25
11172,11173,SuperiorCard,33332823712986,2,2006,2013-07-11
11173,11174,Vista,11116249478550,6,2008,2013-06-12
11174,11175,Vista,11119523451806,3,2008,2014-06-16
11175,11176,Vista,11118763580458,2,2007,2013-08-07
11176,11177,ColonialVoice,77774604311077,10,2007,2014-03-25
11177,11178,Distinguish,55559963872429,12,2005,2013-03-12
11178,11179,SuperiorCard,33339083187133,8,2007,2013-07-31
11179,11180,ColonialVoice,77772249677978,5,2008,2013-10-12
11180,11181,ColonialVoice,77773669834898,3,2005,2013-07-04
11181,11182,ColonialVoice,77772227030261,3,2006,2013-01-13
11182,11183,Distinguish,55558723000362,2,2008,2014-05-15
11183,11184,Vista,11111953404207,11,2006,2006-06-23
11184,11185,SuperiorCard,33338607791822,8,2005,2013-08-22
11185,11186,Vista,11113575652376,12,2007,2013-11-24
11186,11187,Distinguish,55557353587337,10,2007,2014-02-12
11187,11188,SuperiorCard,33335206144011,7,2008,2012-08-27
11188,11189,Vista,11119375695767,5,2006,2014-06-27
11189,11190,SuperiorCard,33334061135890,6,2005,2014-01-24
11190,11191,Distinguish,55551628212186,7,2007,2013-09-01
11191,11192,Distinguish,55555084192719,1,2006,2010-02-01
11192,11193,ColonialVoice,77774009985432,3,2006,2013-12-15
11193,11194,ColonialVoice,77779141388067,1,2005,2012-09-05
11194,11195,Distinguish,55555631860033,11,2008,2014-06-27
11195,11196,Distinguish,55558979233426,3,2007,2011-12-05
11196,11197,Distinguish,55551256618431,4,2007,2013-12-21
11197,11198,Distinguish,55552395105743,11,2008,2013-02-18
11198,11199,Distinguish,55556628135246,10,2005,2011-08-03
11199,11200,Distinguish,55553289617180,9,2006,2013-07-07
11200,11201,Vista,11114679438822,7,2007,2012-04-30
11201,11202,SuperiorCard,33333939408376,10,2008,2012-08-07
11202,11203,ColonialVoice,77778484453049,2,2007,2014-05-19
11203,11204,Distinguish,55555061402309,2,2006,2013-11-18
11204,11205,SuperiorCard,33337078358626,11,2005,2011-07-21
11205,11206,Distinguish,55553657837954,12,2006,2013-08-29
11206,11207,Distinguish,55558552276091,10,2007,2013-08-01
11207,11208,SuperiorCard,33332912037833,10,2008,2012-09-17
11208,11209,Distinguish,55554416818515,7,2008,2013-12-03
11209,11210,ColonialVoice,77772426667475,3,2006,2014-02-18
11210,11211,Distinguish,55553092376054,3,2006,2014-05-26
11211,11212,ColonialVoice,77773020940188,7,2005,2013-10-20
11212,11213,Distinguish,55552461014685,4,2008,2013-03-06
11213,11214,Distinguish,55556693392969,7,2006,2013-12-20
11214,11215,SuperiorCard,33332433344429,11,2007,2011-08-01
11215,11216,ColonialVoice,77776023764481,2,2005,2009-02-19
11216,11217,ColonialVoice,77776409996829,11,2005,2013-01-12
11217,11218,Distinguish,55559869583126,5,2007,2014-03-05
11218,11219,Vista,11115422131213,3,2005,2013-08-06
11219,11220,ColonialVoice,77778851097560,4,2007,2014-02-21
11220,11221,SuperiorCard,33337296798339,4,2007,2013-12-30
11221,11222,Vista,11118049089620,9,2005,2014-01-29
11222,11223,Distinguish,55558087259099,6,2005,2013-05-01
11223,11224,SuperiorCard,33337413251201,7,2006,2013-12-28
11224,11225,Vista,11114659159007,6,2006,2013-01-12
11225,11226,Vista,11116529334221,10,2005,2013-07-27
11226,11227,Distinguish,55551913239090,11,2008,2014-05-25
11227,11228,SuperiorCard,33337397377036,10,2007,2012-09-11
11228,11229,Vista,11118670846334,12,2007,2012-03-01
11229,11230,SuperiorCard,33339191609103,11,2005,2014-05-31
11230,11231,SuperiorCard,33338408488026,7,2005,2009-04-26
11231,11232,Vista,11111028981641,1,2007,2013-12-28
11232,11233,SuperiorCard,33339542633890,7,2008,2011-10-24
11233,11234,Distinguish,55557088905505,5,2007,2013-10-13
11234,11235,ColonialVoice,77774162217897,3,2005,2014-05-21
11235,11236,Distinguish,55551821572173,12,2006,2013-03-16
11236,11237,Distinguish,55551846260199,12,2006,2013-07-31
11237,11238,Vista,11111548732212,9,2006,2013-10-04
11238,11239,SuperiorCard,33332128486621,8,2006,2014-06-16
11239,11240,SuperiorCard,33331501279076,12,2006,2013-04-20
11240,11241,Distinguish,55555795554490,9,2007,2013-11-13
11241,11242,Vista,11116181059704,4,2005,2012-02-02
11242,11243,ColonialVoice,77774161819891,9,2007,2014-01-16
11243,11244,SuperiorCard,33338637099906,11,2008,2014-04-26
11244,11245,Distinguish,55553488146259,11,2005,2013-09-11
11245,11246,Vista,11115811841189,7,2006,2012-11-09
11246,11247,SuperiorCard,33332963169577,5,2006,2013-11-19
11247,11248,Distinguish,55551670348713,12,2005,2008-12-16
11248,11249,Vista,11118909006259,4,2005,2013-10-09
11249,11250,SuperiorCard,33336307052955,1,2005,2013-11-13
11250,11251,SuperiorCard,33331334862680,2,2008,2014-05-06
11251,11252,ColonialVoice,77776082244508,1,2007,2014-01-27
11252,11253,SuperiorCard,33335200250663,8,2007,2013-04-24
11253,11254,Vista,11119911177493,2,2006,2012-05-24
11254,11255,ColonialVoice,77772344441114,9,2005,2014-03-03
11255,11256,SuperiorCard,33339582933225,10,2007,2014-03-22
11256,11257,SuperiorCard,33338692332901,12,2005,2014-04-10
11257,11258,ColonialVoice,77779310802274,9,2008,2014-02-07
11258,11259,ColonialVoice,77778228802737,6,2005,2014-04-24
11259,11260,ColonialVoice,77776339386581,8,2007,2013-07-05
11260,11261,ColonialVoice,77772338971484,5,2007,2013-11-27
11261,11262,SuperiorCard,33335655700751,2,2005,2012-07-31
11262,11263,ColonialVoice,77773868299679,3,2008,2013-11-18
11263,11264,ColonialVoice,77776946070686,4,2007,2013-03-16
11264,11265,ColonialVoice,77776981528093,3,2005,2013-03-12
11265,11266,Vista,11118433915108,3,2008,2013-08-07
11266,11267,SuperiorCard,33338974346562,7,2008,2013-11-19
11267,11268,SuperiorCard,33339959359123,1,2005,2013-04-19
11268,11269,Distinguish,55556421849045,8,2008,2013-03-10
11269,11270,Distinguish,55553983910057,1,2006,2014-05-02
11270,11271,SuperiorCard,33339702170532,2,2006,2014-02-28
11271,11272,Distinguish,55554696860753,5,2006,2013-07-29
11272,11273,SuperiorCard,33332235487895,1,2005,2013-09-08
11273,11274,Vista,11117886883007,4,2006,2013-06-30
11274,11275,Distinguish,55551237811475,7,2006,2013-07-16
11275,11276,SuperiorCard,33338699798914,2,2007,2014-03-16
11276,11277,SuperiorCard,33338397990666,10,2008,2012-01-14
11277,11278,SuperiorCard,33331214548917,1,2006,2011-07-30
11278,11279,ColonialVoice,77776438429377,6,2007,2014-04-30
11279,11280,Distinguish,55554205864237,1,2005,2012-10-11
11280,11281,SuperiorCard,33336358727925,10,2006,2013-12-15
11281,11282,SuperiorCard,33337450733858,3,2007,2011-07-01
11282,11283,Distinguish,55558391145254,7,2008,2014-05-09
11283,11284,SuperiorCard,33334243202357,7,2008,2014-05-20
11284,11285,Vista,11112589609861,1,2005,2013-07-06
11285,11286,SuperiorCard,33338398486255,7,2007,2013-02-07
11286,11287,SuperiorCard,33334960903716,11,2005,2011-08-03
11287,11288,Distinguish,55557140906759,9,2006,2013-12-26
11288,11289,Vista,11114460778357,3,2006,2014-04-02
11289,11290,ColonialVoice,77778811879989,11,2008,2012-10-30
11290,11291,Distinguish,55554907141936,3,2006,2013-11-30
11291,11292,SuperiorCard,33337366071176,12,2006,2012-12-05
11292,11293,Distinguish,55555477865939,2,2005,2014-05-19
11293,11294,Vista,11116696575210,7,2005,2014-01-21
11294,11295,Distinguish,55554736888318,4,2006,2014-01-06
11295,11296,Distinguish,55556640628682,3,2008,2014-06-24
11296,11297,ColonialVoice,77773843343129,3,2006,2014-06-19
11297,11298,ColonialVoice,77774394266115,5,2008,2013-08-14
11298,11299,Vista,11112973479053,6,2005,2009-01-22
11299,11300,SuperiorCard,33335116256037,1,2008,2013-08-15
11300,11301,SuperiorCard,33336101710687,12,2005,2013-12-01
11301,11302,Vista,11115212541625,7,2005,2012-12-01
11302,11303,Vista,11116653252010,1,2007,2014-02-13
11303,11304,ColonialVoice,77776526278742,11,2005,2013-12-11
11304,11305,Vista,11115100483632,4,2006,2014-02-24
11305,11306,SuperiorCard,33332573131853,1,2007,2014-04-15
11306,11307,Vista,11113765116082,9,2008,2012-08-13
11307,11308,Distinguish,55559436001420,12,2006,2014-06-15
11308,11309,Distinguish,55551454196332,10,2006,2012-02-23
11309,11310,Vista,11115693780888,3,2008,2013-12-23
11310,11311,SuperiorCard,33337003015531,3,2007,2012-10-24
11311,11312,Distinguish,55552845008972,1,2008,2011-10-13
11312,11313,ColonialVoice,77771221175948,1,2005,2014-03-17
11313,11314,ColonialVoice,77772449882865,10,2008,2011-06-15
11314,11315,Vista,11115006937576,6,2005,2014-04-20
11315,11316,SuperiorCard,33339899813057,1,2007,2013-12-22
11316,11317,ColonialVoice,77775247313434,5,2007,2013-07-24
11317,11318,Distinguish,55552130937122,10,2007,2014-04-01
11318,11319,ColonialVoice,77775634024799,4,2007,2013-11-15
11319,11320,ColonialVoice,77777693312252,12,2005,2013-08-21
11320,11321,Vista,11115365966546,3,2005,2014-06-05
11321,11322,Distinguish,55558259525789,6,2006,2014-05-21
11322,11323,SuperiorCard,33337310787191,4,2007,2014-02-26
11323,11324,Distinguish,55557336294520,5,2005,2013-11-28
11324,11325,SuperiorCard,33333440684476,11,2006,2013-01-23
11325,11326,Distinguish,55555267703634,10,2006,2013-07-05
11326,11327,ColonialVoice,77778862036121,8,2007,2013-04-08
11327,11328,Vista,11118650109202,9,2007,2013-11-15
11328,11329,ColonialVoice,77773416880522,8,2005,2013-12-22
11329,11330,ColonialVoice,77772824196734,5,2005,2014-05-01
11330,11331,Vista,11113768948708,3,2005,2013-08-22
11331,11332,Vista,11111995435225,9,2006,2013-01-11
11332,11333,ColonialVoice,77776593635383,3,2008,2014-02-14
11333,11334,Distinguish,55554003187331,7,2006,2013-07-01
11334,11335,Distinguish,55556394043436,9,2006,2009-01-22
11335,11336,ColonialVoice,77779706139233,11,2006,2014-04-04
11336,11337,ColonialVoice,77771037183483,10,2008,2013-12-19
11337,11338,Vista,11119424132272,5,2008,2014-05-30
11338,11339,Vista,11111062100316,1,2007,2013-04-05
11339,11340,ColonialVoice,77776661708317,9,2008,2012-03-26
11340,11341,SuperiorCard,33337024714937,2,2006,2014-06-06
11341,11342,Distinguish,55557075968675,8,2006,2012-04-09
11342,11343,ColonialVoice,77779386551212,7,2007,2012-10-06
11343,11344,SuperiorCard,33337654590228,3,2005,2013-09-01
11344,11345,Distinguish,55558506417925,8,2007,2012-04-10
11345,11346,ColonialVoice,77772683620796,1,2006,2013-09-12
11346,11347,ColonialVoice,77771650093997,5,2007,2014-05-07
11347,11348,SuperiorCard,33331709021418,6,2008,2014-03-07
11348,11349,Vista,11114823989687,6,2008,2014-05-26
11349,11350,Distinguish,55553112297385,11,2006,2013-01-02
11350,11351,ColonialVoice,77772330915274,1,2005,2013-11-21
11351,11352,Vista,11117309521198,11,2006,2014-02-12
11352,11353,Distinguish,55555386873723,12,2008,2011-07-19
11353,11354,ColonialVoice,77779259601534,3,2007,2013-09-18
11354,11355,SuperiorCard,33332375103835,4,2005,2013-09-01
11355,11356,ColonialVoice,77773525262072,1,2007,2013-07-20
11356,11357,Vista,11113086711783,1,2005,2014-05-11
11357,11358,ColonialVoice,77778425795656,11,2007,2009-01-26
11358,11359,Distinguish,55559651223884,9,2006,2014-05-06
11359,11360,SuperiorCard,33337066068557,12,2008,2013-11-30
11360,11361,Vista,11119889710396,4,2008,2013-12-10
11361,11362,Vista,11112581912889,9,2008,2013-08-22
11362,11363,SuperiorCard,33339003954309,10,2008,2013-07-24
11363,11364,SuperiorCard,33332436656263,8,2008,2014-01-04
11364,11365,Vista,11114860452047,5,2005,2013-09-15
11365,11366,ColonialVoice,77773530039455,9,2005,2012-02-17
11366,11367,SuperiorCard,33339254826727,6,2007,2011-12-21
11367,11368,Distinguish,55552323238465,3,2006,2014-04-14
11368,11369,Vista,11119846053536,2,2005,2013-07-07
11369,11370,Vista,11116921121312,12,2007,2013-07-09
11370,11371,SuperiorCard,33332555226194,1,2005,2013-10-26
11371,11372,Vista,11115619793277,1,2005,2013-12-24
11372,11373,Vista,11119397820872,7,2007,2012-12-20
11373,11374,SuperiorCard,33334814222423,7,2007,2011-11-11
11374,11375,SuperiorCard,33333594776746,3,2005,2012-10-17
11375,11376,ColonialVoice,77772787607402,11,2007,2013-09-24
11376,11377,Vista,11113570887422,9,2008,2013-11-14
11377,11378,Distinguish,55552443829077,7,2007,2013-04-06
11378,11379,SuperiorCard,33338903615763,9,2007,2013-08-08
11379,11380,Distinguish,55559339747515,1,2007,2012-03-02
11380,11381,Vista,11114705624084,1,2005,2013-02-27
11381,11382,ColonialVoice,77771952403343,3,2008,2014-01-12
11382,11383,SuperiorCard,33334829309104,4,2008,2014-04-09
11383,11384,SuperiorCard,33338361537032,8,2005,2013-06-18
11384,11385,SuperiorCard,33339883891627,1,2006,2013-09-29
11385,11386,SuperiorCard,33332453899389,1,2008,2014-05-21
11386,11387,ColonialVoice,77779470062658,4,2005,2013-09-17
11387,11388,ColonialVoice,77774202874980,10,2007,2012-11-01
11388,11389,SuperiorCard,33338008986412,1,2007,2014-02-07
11389,11390,ColonialVoice,77771741819927,2,2007,2013-07-15
11390,11391,Vista,11113589100716,6,2005,2009-01-13
11391,11392,ColonialVoice,77775887968211,1,2007,2014-06-01
11392,11393,ColonialVoice,77772765224348,3,2008,2013-07-24
11393,11394,ColonialVoice,77773080287440,2,2006,2013-07-30
11394,11395,ColonialVoice,77771717795478,7,2008,2013-09-10
11395,11396,Distinguish,55553358193038,9,2006,2013-10-09
11396,11397,Distinguish,55556000550268,7,2006,2013-11-12
11397,11398,Distinguish,55554696426603,7,2008,2011-11-02
11398,11399,Vista,11114858841981,4,2005,2013-11-08
11399,11400,Distinguish,55552385690165,11,2006,2014-03-20
11400,11401,Distinguish,55555579343590,8,2008,2012-04-06
11401,11402,SuperiorCard,33337555390057,2,2006,2012-10-29
11402,11403,Vista,11113959411909,3,2006,2013-01-04
11403,11404,ColonialVoice,77779236507476,5,2006,2013-09-05
11404,11405,ColonialVoice,77776244037498,9,2005,2013-08-27
11405,11406,ColonialVoice,77775412246220,4,2008,2013-11-20
11406,11407,SuperiorCard,33331364185609,6,2006,2011-06-07
11407,11408,Distinguish,55558420001316,12,2006,2012-05-10
11408,11409,Vista,11112192989908,2,2005,2013-12-11
11409,11410,SuperiorCard,33335773814692,10,2007,2013-01-01
11410,11411,Distinguish,55558531250832,6,2005,2013-08-30
11411,11412,Vista,11111451500568,11,2008,2014-04-28
11412,11413,Distinguish,55557593768678,3,2007,2011-11-02
11413,11414,ColonialVoice,77779543603113,12,2006,2014-03-22
11414,11415,Vista,11119269561060,11,2006,2011-12-16
11415,11416,Vista,11114382335155,6,2006,2013-05-30
11416,11417,Distinguish,55555532600732,1,2007,2012-04-15
11417,11418,SuperiorCard,33338558492474,12,2005,2014-03-19
11418,11419,ColonialVoice,77776984567213,5,2005,2013-12-24
11419,11420,ColonialVoice,77778687264639,4,2007,2011-11-20
11420,11421,Distinguish,55553252354902,4,2007,2012-02-23
11421,11422,SuperiorCard,33333738943007,3,2005,2013-10-07
11422,11423,SuperiorCard,33339181595108,8,2008,2013-05-10
11423,11424,SuperiorCard,33332155803328,6,2006,2013-02-03
11424,11425,SuperiorCard,33335245034446,1,2008,2014-05-08
11425,11426,Vista,11112125883188,7,2008,2014-01-02
11426,11427,ColonialVoice,77774045659940,6,2008,2013-12-25
11427,11428,Vista,11111634915399,11,2008,2013-08-23
11428,11429,Vista,11119259116669,10,2006,2013-10-29
11429,11430,SuperiorCard,33338795673779,1,2005,2013-07-30
11430,11431,Distinguish,55551570051280,3,2005,2013-12-10
11431,11432,ColonialVoice,77776574332883,12,2008,2013-11-30
11432,11433,SuperiorCard,33336976875457,10,2007,2013-07-05
11433,11434,SuperiorCard,33333026652786,12,2007,2013-06-30
11434,11435,Distinguish,55559653832477,1,2007,2013-08-18
11435,11436,SuperiorCard,33338000707388,3,2007,2014-04-10
11436,11437,Distinguish,55553048208876,1,2008,2014-04-27
11437,11438,Vista,11114780471897,4,2008,2013-05-05
11438,11439,Vista,11112712782741,8,2005,2013-11-11
11439,11440,ColonialVoice,77771332493246,11,2008,2009-02-19
11440,11441,SuperiorCard,33336660247249,4,2006,2012-05-30
11441,11442,Distinguish,55558564213705,5,2005,2013-11-05
11442,11443,SuperiorCard,33339406077261,10,2007,2013-12-24
11443,11444,ColonialVoice,77779753844077,5,2006,2012-03-27
11444,11445,Vista,11118467837225,6,2006,2013-09-02
11445,11446,SuperiorCard,33331419940629,1,2005,2013-09-15
11446,11447,Vista,11118843947321,7,2007,2014-01-13
11447,11448,ColonialVoice,77774517589441,2,2006,2014-06-08
11448,11449,SuperiorCard,33334484586502,9,2007,2014-05-22
11449,11450,Vista,11112743052961,5,2008,2013-11-29
11450,11451,Distinguish,55556353972545,12,2008,2011-08-03
11451,11452,SuperiorCard,33335085696711,9,2005,2014-02-10
11452,11453,Vista,11111422042219,2,2005,2012-02-03
11453,11454,ColonialVoice,77778768015901,6,2006,2013-05-30
11454,11455,Vista,11114526663606,8,2006,2014-02-15
11455,11456,ColonialVoice,77774422012841,4,2006,2012-07-30
11456,11457,Distinguish,55551171408206,4,2008,2014-01-25
11457,11458,SuperiorCard,33336598559774,3,2005,2014-04-06
11458,11459,Distinguish,55556681633131,5,2008,2014-06-01
11459,11460,SuperiorCard,33337369200694,2,2006,2014-05-14
11460,11461,Vista,11115518041557,11,2007,2013-10-31
11461,11462,Vista,11111518637169,12,2007,2013-04-10
11462,11463,Vista,11118037945232,3,2007,2012-11-10
11463,11464,SuperiorCard,33339982001531,12,2005,2014-04-14
11464,11465,SuperiorCard,33331401169580,11,2008,2014-02-04
11465,11466,SuperiorCard,33331905513201,12,2008,2014-01-05
11466,11467,SuperiorCard,33337857612594,12,2006,2014-02-06
11467,11468,Vista,11119903085124,8,2005,2013-02-04
11468,11469,Vista,11117696687896,5,2005,2014-02-25
11469,11470,Distinguish,55552728291423,10,2006,2013-09-11
11470,11471,Distinguish,55554832637693,1,2005,2014-04-25
11471,11472,SuperiorCard,33336126419714,2,2006,2013-06-30
11472,11473,Distinguish,55556248041319,8,2006,2009-02-27
11473,11474,SuperiorCard,33331099932521,8,2005,2013-09-09
11474,11475,ColonialVoice,77772872832640,2,2005,2012-11-27
11475,11476,SuperiorCard,33337641327212,10,2008,2012-08-17
11476,11477,Vista,11111125192146,3,2007,2013-11-28
